Opportunity Name,OP Number,Brand Vertical Classification
Starbucks Spark/APEX US UberEats Fall + Conscious Voices Q3-Q4'21 OP009765,OP009765,CPG/Food & Drink
Kao Publicis/APEX US Biore Q1-Q2'19 OP003266,OP003266,"Retail, Style & Fashion"
UW Health Shine United US Image Campaign Q1-Q2'19 OP003268,OP003268,Health & Fitness
Sony Music US The Prom Soundtrack Awareness Q1'19 OP003274,OP003274,Arts & Entertainment
Arby's Spark/APEX US Awareness Q1'19 OP003275,OP003275,Quick Service Restaurant (QSR)
thinkThin Blue449/APEX US Brand Campaign Q2-Q3'19 OP003273,OP003273,CPG/Food & Drink
Spin Master PHD US Hatchimals Fall Q3'21 OP010241,OP010241,CPG
Campbell's Spark/APEX US Prego Traditional Sauces Q1'19-Q3'19 OP003269,OP003269,CPG/Food & Drink
Spin Master PHD US Air Hogs Fall Q3'21 OP010224,OP010224,CPG
NOS Energy Drinks US Human Horsepower Q1'19 OP003277,OP003277,CPG/Food & Drink
CDC Centers for Disease Control and Prevention PM/APEX US Tips from Former Smokers Q2-Q4'19 OP003272,OP003272,Health & Fitness
FDA Initiative US General Markets Q1-Q4'19 OP003271,OP003271,Health & Fitness
Amazon Prime Video Initiative US Catastrophe S4 Q1'19 OP003278,OP003278,Arts & Entertainment
Paramount Home Entertainment Wavemaker US Rise of the TMNT BD/DVD Q1'19 OP003279,OP003279,Arts & Entertainment
FDA Initiative US GM Smokeless Q1-Q4'19 OP003270,OP003270,Health & Fitness
Something Massive US Once Upon A Farm Q2-Q4'19 OP003276,OP003276,CPG/Food & Drink
Spin Master PHD US Sonic Fin Fall Q3'21 OP010225,OP010225,CPG
Spin Master PHD US Present Pets Fall Q3'21 OP010223,OP010223,CPG
Starbucks Spark/APEX US Teavana RTD Q2-Q3'19 OP003299,OP003299,Quick Service Restaurant (QSR)
CA Lottery Casanova CA Jackpot Alerts Q1'19 OP003290,OP003290,Marketing & Media Services
Disney TV OMG23 US ABC The Rookie S3 Launch Q4'20 OP005439,OP005439,Arts & Entertainment
AEB Starcom/APEX US Dinner Egg Q2'19 OP003287,OP003287,CPG/Food & Drink
OPTIMA Batteries SpaceTime US FY'19 OP003284,OP003284,Automotive
Napa Spark/APEX US 2019 Q2-Q3'19 OP003310,OP003310,Automotive
Far East Movement Transparent Agency Tiffany Young Promotion Q1'19 OP003307,OP003307,Arts & Entertainment
Edge Desk Cepia LLC US Facebook Campaign Q1'19 OP003313,OP003313,Education
Post Cereal Spark/APEX Canada Honeycomb Q1-Q2'19 OP003309,OP003309,CPG/Food & Drink
Grupo Bimbo Starcom/APEX US States Rustik Bread Q2-Q4'19 OP003312,OP003312,CPG/Food & Drink
Starbucks Spark/APEX Local DMAs Teavana RTD Q2 '19 OP003300,OP003300,CPG/Food & Drink
Simon Malls Blue 449 NY/APEX Clarksburg PO Q3-Q4'19 OP003302,OP003302,"Retail, Style & Fashion"
Disney Junior Horizon US Whitelist T.O.T.S. Q1-Q2'19 OP003306,OP003306,Arts & Entertainment
Epson APEX US Brand Campaign Q1'19 OP003301,OP003301,"Business, Finance, Real Estate"
TBD Client Publicis/APEX RFI US Green-Living Q3'21 OP010539,OP010539,Health & Fitness
Jelly Belly Nice & Company US Sports Beans FY'20 OP003311,OP003311,CPG/Food & Drink
Ace Hardware Spark/APEX US General Campaign Q2'19 OP003305,OP003305,Home & Garden
Apple OMD US_ATV+ Truth Be Told_ILAAS Q3'21 OP009894,OP009894,Arts & Entertainment
Schick ForwardPMX US Intuition f.a.b. Q2-Q3'19 OP003326,OP003326,CPG
UPS Stores Media Assembly Q2'19 OP003328,OP003328,"Business, Finance, Real Estate"
4C/Adbeat Digital GO US American Bridge Phoenix Q3'21 OP009890,OP009890,"Law, Govt & Politics"
Pizza Hut Blue 449/APEX US $5.99 Local Flash Sale Q1'19 OP003323,OP003323,Quick Service Restaurant (QSR)
Drive Sober or Get Pulled Over Media Brokers Alabama Awareness Q1'19 OP003319,OP003319,Education
Ace Hardware Spark/APEX US Valspar Paint Q2'19 OP003325,OP003325,Home & Garden
Ace Hardware Spark/APEX US Ace Hardware Paint Brand Q2'19 OP003329,OP003329,Home & Garden
Ace Hardware Spark/APEX US Video Boosting Q2'19 OP003314,OP003314,Home & Garden
Pizza Hut Blue 449/APEX US $5 Abe Target & Creative Test Q1'19 OP003315,OP003315,Quick Service Restaurant (QSR)
Nissan OMD US Conscious Voices GO Pathfinder Launch Q3'21 OP009891,OP009891,Automotive
S&P APEX US Brand Campaign Q1-Q2'19 OP003316,OP003316,"Business, Finance, Real Estate"
Ellia HoMedics US Mother's Day Q2'19 OP003318,OP003318,Health & Fitness
Starbucks Spark/APEX US 50th Anniversary Q4'21 OP009916,OP009916,CPG/Food & Drink
Sally Beauty/APEX US Strawberry Leopard Q4'21-Q1'22-Q1'22 OP009888,OP009888,"Retail, Style & Fashion"
REI Spark/APEX US Media Effectiveness Q2'19 OP003320,OP003320,"Retail, Style & Fashion"
Shure Spacetime Media US FY'20 Q2'19-Q2'20 OP003350,OP003350,Technology & Computing
Disney Channel Horizon US Descendants 3 Q2-Q3'19 OP003347,OP003347,Arts & Entertainment
Honda Delaware Valley Spark/APEX US Piazza Fringe Spring/Summer/Winter Event FY'19 OP003334,OP003334,Automotive
Southwest Airlines Spark Foundry The Worst Bar Ever Q1-Q2'19 OP003337,OP003337,Travel & Tourism
NOS Energy Drinks US Human Horsepower 2.0 Q2-Q3'19 OP003343,OP003343,CPG/Food & Drink
Proximo Spirits Havas Media US Jose Cuervo w/ Comscore Q3'21 OP010301,OP010301,Alcohol/LDA
Grupo Bimbo Starcom/APEX US HSBG Marinela FY'21 OP005162,OP005162,CPG/Food & Drink
Kao Publicis/APEX US Curél Q4'21 OP010288,OP010288,"Retail, Style & Fashion"
Grupo Bimbo Starcom/APEX US BBU Thomas Portfolio FY'21 OP005147,OP005147,CPG/Food & Drink
Arby's Spark/APEX US Reach Q2-Q4'19 OP003348,OP003348,Quick Service Restaurant (QSR)
Southwest Airlines Spark Foundry Hawaii On Island Q2-Q3'19 OP003333,OP003333,Travel & Tourism
Academy Sports + Outdoors Initiative US Spring Campaign Q1'19 OP003351,OP003351,Sports
FX OMG23 US FX on Hulu Campaign ILAAS Q3-Q4'21 OP010290,OP010290,Arts & Entertainment
Mastercard Carat US Channel Science League of Legends Q4'21 OP010280,OP010280,"Business, Finance, Real Estate"
Starbucks Spark/APEX US Summer Q2'19 OP003332,OP003332,Quick Service Restaurant (QSR)
Association of Washington Business MediaPlus Seattle Grow Here Campaign Q1-Q2'19 OP003342,OP003342,"Business, Finance, Real Estate"
Red Lobster Spark/APEX US Event 1 Cedar Plank Shrimp Bakes (20.1) Q2'19 OP003341,OP003341,Quick Service Restaurant (QSR)
St. Louis Science Center H&L Partners US Pompeii Exhibit Q2-Q4'19 OP003370,OP003370,Travel & Tourism
Paramount Home Entertainment Wavemaker US What Men Want EST Q2'19 OP003360,OP003360,Arts & Entertainment
The Carlos Watson Show OZY Media US RTRC Q3'21 OP010374,OP010374,Arts & Entertainment
Astroglide Vitro Agency Astroglide Manifesto Q2'19 OP003371,OP003371,CPG
Edgewell Publicis/APEX US Playtex Sport (FY22) Q4'21-Q3'22 OP010375,OP010375,CPG
MUFG/Campbell Ewald NY  Built for a Change 1.5 Q1'19 OP003361,OP003361,"Business, Finance, Real Estate"
Brown Forman Spark/APEX US Tequila Herradura Scatter Q1-Q2'19 OP003367,OP003367,Alcohol/LDA
Reign Body Fuel Vitro Agency US Brand Campaign Q2-Q4'19 OP003375,OP003375,CPG/Food & Drink
Western Pest Jackson Spalding US Western Pest Services US FY'19 OP003355,OP003355,Home & Garden
FCA Starcom/APEX CANADA FCA Jeep Grand Cherokee Q1-Q2'19 OP003381,OP003381,Automotive
Deep Eddy Vodka Xenopsi US Awareness FY20 (Q2-Q3'19) OP003369,OP003369,Alcohol/LDA
"VF Corp Publicis/APEX Timberland US ""GreenStride"" Q3-Q4'21 OP010350",OP010350,"Retail, Style & Fashion"
ComEd Publicis/APEX Chicago Awareness Q4'21 OP010351,OP010351,Energy Oil/Gas
Southwest Airlines Spark Foundry March Flash Sale Q1'19 OP003365,OP003365,Travel & Tourism
Grupo Bimbo Starcom/APEX Canada Tenderflakes Q2'19 OP003366,OP003366,CPG/Food & Drink
FCA Starcom/APEX CANADA FCA Jeep Cherokee Q1-Q2'19 OP003379,OP003379,Automotive
FCA Starcom/APEX CANADA FCA Jeep Wrangler  Q1-Q2'19 OP003380,OP003380,Automotive
Disney Channel Horizon US ARDYS Q2'19 OP003368,OP003368,Arts & Entertainment
City of Denver Marijuana Amelie Denver Marijuana Q1-Q4'20 OP004528 Education,ducation,Education
AltaMed Sensis CA 2020 PACE Q2-Q3'20 OP004524,OP004524,Health & Fitness
Sanrio Casanova US Hello Kitty Q1-Q2'20 OP004529,OP004529,CPG
TEST OPP 2 roxy test OP004539,OP004539,Alcohol/LDA
Covered CA Casanova CA NQLE HM Q1-Q2'20 OP004525,OP004525,Health & Fitness
Starbucks Starcom/APEX US Fresh Brew Q2-Q3'20 OP004538,OP004538,CPG/Food & Drink
Meijer Publicis/APEX US JCPenny Q3'20 OP005219,OP005219,CPG/Food & Drink
Crayola Publicis Media/APEX US Spring Scribble Scrubbie Pets Q1-Q2'20 OP004547,OP004547,Arts & Entertainment
Dairy Queen Spark/APEX US Blizzard Treats Q2'20 OP004557,OP004557,Quick Service Restaurant (QSR)
ComEd Publicis/APEX Chicago Awareness Q4'20-Q1'21 OP004560,OP004560,Energy Oil/Gas
Ninja UM US RFI Foodi Family Pressure Cooker Q4'20 OP004556,OP004556,CPG/Food & Drink
Delta Dental Publicis/APEX New Jersey Q2'20 OP004701,OP004701,Health & Fitness
Smucker's Zenith/APEX US Sahale Snacks FY21 Q2-Q3'20 OP004698,OP004698,CPG/Food & Drink
McDonalds RFI OMD Managed Service & Programmatic 2020 OP004708,OP004708,Quick Service Restaurant (QSR)
Campbell's Spark/APEX US Snack Factory Pretzel Crisps Q3-Q4'20 OP004719,OP004719,CPG/Food & Drink
Pizza Hut Blue 449/APEX US Big Dinner Box Split Cell Test Q2'20 OP004714,OP004714,Quick Service Restaurant (QSR)
Starbucks Starcom/APEX US Spring Retail WLAAMS (Video Level) Q2'20 OP004718,OP004718,Quick Service Restaurant (QSR)
Mastercard Carat US League of Legends Q3-Q4'20 OP005667,OP005667,"Business, Finance, Real Estate"
Indeed GroupM MediacomNY US Test Campaign Q3'20 WLAAMS OP005210,OP005210,"Business, Finance, Real Estate"
Lurie Children's Hospital grpMedia Chicago Adolescent Center FY'20 (Q2-Q3'20) OP004407,OP004407,Health & Fitness
Kao Publicis/APEX US Biore Awareness Q4'20 OP005613,OP005613,"Retail, Style & Fashion"
Tennessee Tourism VMLY&R US Brand Campaign Q3-Q4'20 OP005574,OP005574,Travel & Tourism
Spin Master Initiative US Cool Maker Fall Q3-Q4'20 OP005616,OP005616,CPG
"Metro Mattress Jordan, Ross & Rose Advertising DMA Brand Campaign Q3'20 OP005461",OP005461,Home & Garden
FCA Publicis/APEX US Jeep SUV & Crossover Lineup FY'21 OP005761,OP005761,Automotive
Discover Financial Spark/APEX US Q3'20 OP004450,OP004450,"Business, Finance, Real Estate"
Grupo Bimbo Starcom/APEX Texas BBU Mrs. Bairds Q2-Q3'20 OP004459,OP004459,CPG/Food & Drink
Grupo Bimbo Starcom/APEX US Sara Lee FY21 Whole Wheat Q1'21 OP005228,OP005228,CPG/Food & Drink
"College of Lake County Jordan, Ross & Rose Advertising Brand Q2-Q3'20 OP004454",OP004454,Education
Smucker's Zenith/APEX US Dunkin FY21 (Q2'20-Q2'21) OP004460,OP004460,CPG/Food & Drink
Campbell's Spark/APEX US V8 +Energy Q3'20-Q1'21 OP005376,OP005376,CPG/Food & Drink
Polaris Publicis/APEX US Off Road Vehicle Campaign Q2-Q3'20 OP004484,OP004484,Automotive
thinkThin Starcom US Brand Campaign Q3-Q4'20 OP004458,OP004458,CPG/Food & Drink
Indiana University Echopoint Media IU Athletics Football 2020 Q3-Q4'20 OP004446,OP004446,"Business, Finance, Real Estate"
Sanrio Golin US Hello Kitty Q3-Q4'20 OP005381,OP005381,CPG
GoldieBlox US Sony Peter Rabbit Whitelist as a Managed Service Q1-Q2'20 OP004512,OP004512,Arts & Entertainment
Smucker's Zenith/APEX US Folgers FY21 (Q2'20-Q2'21) OP004493,OP004493,CPG/Food & Drink
Cox Communications Publicis/APEX DMA Awareness Q2-Q4'20 OP004650,OP004650,Telecommunication
Peerless Faucet Echopoint Media US Affordable Design Q2+Q4'20 OP004494,OP004494,Home & Garden
Smucker's Zenith/APEX US Cafe Bustelo FY21 (Q2'20-Q2'21) OP004486,OP004486,CPG/Food & Drink
Babies R Us Be Prepardish OMD USA Q3'17 - Q1'18 OP002016,OP002016,Family & Parenting
Mars/Wrigley Starcom/APEX US Orbit Time to Shine FY'18 OP002073,OP002073,CPG/Food & Drink
Discover Financial Spark/APEX US Q3 2017 OP001975,OP001975,"Business, Finance, Real Estate"
UCSF Palisades Media SF DMA Health & Research Awareness Q3'20 OP005096,OP005096,Health & Fitness
Turner's Boomerang Horizon US Q2 2017 OP002025,OP002025,Arts & Entertainment
RiceSelect Q4 2017 OP002028,OP002028,CPG
MOCK OP - INTERMEDIATE LEVEL,TE LEVEL,Health & Fitness
Samsung CHG90 Monitor Campaign OP002072,OP002072,Telecommunication
DeVry University APEX US Awareness Q3-Q4'21 OP009016,OP009016,Education
Secret Wieden + Kennedy US Invisible Sprays and Clinical Strength Q3-Q4 2017 OP002037,OP002037,
Joseph A Q3 2017 OP002045,OP002045,"Retail, Style & Fashion"
Old Spice Wieden + Kennedy Q2 2017 OP001947,OP001947,CPG
Dieste: Goya YouTube Campaign: Q2-Q3'17 OP001949,OP001949,CPG/Food & Drink
Red Lobster Spark/APEX US Event 5 Q1'18 OP002442,OP002442,Quick Service Restaurant (QSR)
Polynesia Culture Center Worldmedia Miami USA Proactive 2017 OP001963,OP001963,Travel & Tourism
Lionsgate Starcom US Early Man Q1'18 OP002457,OP002457,Arts & Entertainment
CA Dept of Public Health Baru US Champions for Change Q2-Q4'18 OP002431,OP002431,"Law, Govt & Politics"
WGU PHD USA Q2 2017 OP001927,OP001927,Education
Apple OMD US WWDC21 ILAAS Q2'21 OP009084,OP009084,Technology & Computing
Sony: Billy Porter USA Q2 2017 OP001935,OP001935,Arts & Entertainment
Mars/Wrigley Starcom/APEX US Twix Walmart Shopper Q3 2017 OP001977,OP001977,CPG/Food & Drink
BMO Harris Bucks Chicago Q4'17-Q1'18OP001978,OP001978,Sports
AMEX Universal McCann Canada Project Red Tag Channel Science ILAAS Q2-Q3'21 OP009059,OP009059,"Business, Finance, Real Estate"
Gentleman's Collection Baru USA Q4 17 - Q4 18 OP001922,OP001922,Alcohol/LDA
Mastercard Carat US Vaccine Awareness Q2'21 Q2OP009060,OP009060,"Business, Finance, Real Estate"
Red Lobster Spark/APEX US Event 7 Q2'18 OP002443,OP002443,Quick Service Restaurant (QSR)
Pollo Campero Dieste TX Multicultural Moms Q2'18 OP002433,OP002433,Quick Service Restaurant (QSR)
Whirlpool Digitas/APEX US Maytag Q2'18 OP002449,OP002449,Home & Garden
Grupo Bimbo Starcom/APEX US Takis Q2-Q4'17 OP001943,OP001943,CPG/Food & Drink
UHC Sandbox Florida Caretakers Q4'17 OP002414,OP002414,Health & Fitness
KFC Spark/APEX US Smoky Mountain BBQ Q1-Q2'18 OP002416,OP002416,Quick Service Restaurant (QSR)
Lord & Taylor Zenith/APEX USA Friends and Family Q4 2017 OP002417,OP002417,"Retail, Style & Fashion"
FOX TH Zenith/APEX Canada The Greatest Showman Q4'17 OP002397,OP002397,Arts & Entertainment
XCOM 2 ModCo USA War of The Chosen OP001954,OP001954,Arts & Entertainment
Trunk Club Media Associates USA Managed + SaaS Q2-Q4'18 OP002436,OP002436,"Retail, Style & Fashion"
DPSG: Schweppes Initiative US Schweppes Sparkling Water Q2-Q3'17 OP001976,OP001976,CPG/Food & Drink
Visionworks Direct Visionworks Test Q3-Q4'21 OP009057,OP009057,"Retail, Style & Fashion"
Mars/Wrigley Starcom US Red Nose Maltesers Walgreens Q2 '17 OP001932,OP001932,CPG
EOS.IO Blockchain Global FY'18-FY'21 OP002390,OP002390,Technology & Computing
Trolli KSM Media US Weirdly Awesome Q2-Q4'18 OP002393,OP002393,CPG/Food & Drink
RMHC Raise Love Q3 2017 OP001971,OP001971,Health & Fitness
Nickelodeon Spark/APEX US TBD Brand Q2'18 OP002456,OP002456,Arts & Entertainment
Tempur-Sealy Blue 449/APEX US Tempur-Pedic.com Q2'17 OP001965,OP001965,Home & Garden
National Vision Spark/APEX US Brand Q1-Q2'18 OP002459,OP002459,Health & Fitness
Bandai Petrol USA One Piece Treasure Cruise Q2 2017 OP001948,OP001948,
Cox Communications Spark/APEX US Awareness FY'18 OP002394,OP002394,Telecommunication
Five Guys Moxie/APEX US & Canada Awareness Q1-Q3'18 OP002376,OP002376,Quick Service Restaurant (QSR)
National Vision Spark/APEX US America's Best Midwest and South Q3-Q4'18 OP002615,OP002615,Health & Fitness
Paramount Home Entertainment Wavemaker US Bumblebee EST Q1'19 OP003285,OP003285,Arts & Entertainment
JP Morgan Chase US Channel Science ILAAS Q4'21 OP010754,OP010754,"Business, Finance, Real Estate"
Drive Sober or Get Pulled Over Media Brokers Alabama Awareness Q1'18 OP002405,OP002405,Alcohol/LDA
Paper and Packaging Board Starcom/APEX US Flight 2 FY?18 OP002548,OP002548,"Business, Finance, Real Estate"
FOX TH Zenith/APEX Canada Maze Runner Death Cure Q1'18 OP002474,OP002474,Arts & Entertainment
Paramount Home Entertainment Wavemaker US Bumblebee DVD/Blu-Ray Q1-Q2'19 OP003286,OP003286,Arts & Entertainment
Olive Garden Starcom/APEX US Vevo/Music Surround Q1'18 OP002421,OP002421,Quick Service Restaurant (QSR)
Lowe's Starcom/APEX US AOP MDV SOL OPE Q1-Q2'18 OP002523,OP002523,Home & Garden
Spin Master PHD B. Pack Awareness US Q2-21 OP008908,OP008908,"Retail, Style & Fashion"
Enbridge Publicis/APEX Wisconsin Max Avails Line 5 Continuation Q2-Q3'21 OP008910,OP008910,Energy Oil/Gas
Kraft Starcom/APEX US Just Crack An Egg Q1'18 OP002484,OP002484,CPG/Food & Drink
Academy Sports + Outdoors Initiative US BCG+ Q3-Q4'18 OP002512,OP002512,"Retail, Style & Fashion"
Too Faced: White Peach Q1'18 OP002487,OP002487,"Retail, Style & Fashion"
FOX TH Zenith/APEX Canada Ferdinand Q4'17 OP002383,OP002383,Arts & Entertainment
Nintendo Blue 449/APEX US Switch Momentum Teens Flight 2 Q1-Q2'18 OP002639,OP002639,Technology & Computing
Spin Master Initiative US Zoomer Q4'18 OP002572,OP002572,CPG
Northwestern Mutual.Horizon Next NY.American Dream Video Campaign.Q3'21 OP008718,OP008718,"Business, Finance, Real Estate"
Honda Delaware Valley Spark/APEX US Price Fringe FY'18 OP002657,OP002657,Automotive
LVMH Havas/Ecselis US Belvedere Beautiful To See Q2'18 OP002491,OP002491,Alcohol/LDA
FDA Initiative US General Markets Q2-Q4'18 OP002689,OP002689,"Law, Govt & Politics"
CA Lottery Horizon Media CA Bonus Play Millions Scratchers Q2'18 OP002684,OP002684,Arts & Entertainment
AEB Starcom/APEX US Back to School Q3'18 OP002610,OP002610,CPG/Food & Drink
Novartis Starcom/APEX US AIMOVIG Speak Your Migraine Branded Q4'18 OP002599,OP002599,Health & Fitness
Honda Delaware Valley Spark/APEX US Hamilton Fringe Q2-Q4'18 OP002653,OP002653,Automotive
eBay Blue 449/APEX US Fashion Campaign Q1-Q2'18 OP002517,OP002517,"Retail, Style & Fashion"
DPSG Initiative US Mott's Sensibles Q2-Q3'18 OP002388,OP002388,CPG
Honda Delaware Valley Spark/APEX US Boardwalk Fringe Q2-Q4'18 OP002652,OP002652,Automotive
Covered CA Casanova/McCann CA SEP5 Hispanic Q1-Q2'18 OP002404,OP002404,Health & Fitness
eBay Blue 449/APEX US Parts and Accessories Phase II Q1-Q4'18 OP002533,OP002533,Automotive
Napa Spark/APEX US Song OLV Q2-Q3'18 OP002481,OP002481,Automotive
Operation Smile Quigley-Simpson US Mothers Day Q2'21 OP008717,OP008717,Charitable Foundations
Levi's Resolution Media US  Denizen Juniors Q1-Q2'18 OP002437,OP002437,"Retail, Style & Fashion"
National Vision Spark/APEX US America's Best Oakley Men's Q3-Q4'18 OP002619,OP002619,Health & Fitness
Grupo Bimbo Starcom/APEX US Marinela Boardr FY'18 OP002660,OP002660,CPG/Food & Drink
Hasbro OMD US Content to Commerce Q3'18 OP002694,OP002694,CPG
Starbucks Spark/APEX US Afternoons Q2-Q3'18 OP002621,OP002621,Quick Service Restaurant (QSR)
Bowie University JL Media DMA Awareness GO IL Q2'21 OP008745,OP008745,Education
Novartis Starcom/APEX New CV Drug Unbranded (Inclisiran DTC) Q4'20 OP005138,OP005138,Health & Fitness
Grupo Bimbo Starcom/APEX US Coronado Cajeta Q4'18 OP002704,OP002704,CPG/Food & Drink
Qtum Blockchain Browser Q2'18 OP002709,OP002709,Technology & Computing
Five Star Urgent Care Publicis/APEX NY State DMAs Q3'18 OP002613,OP002613,Health & Fitness
Aspen Dental Publicis/APEX US Awareness Campaign Q4'18 OP002614,OP002614,Health & Fitness
Arby's Initiative US Local 2019 Reach COOP Q1-Q4'19 OP003100,OP003100,Quick Service Restaurant (QSR)
Truvada Refuel Agency Awareness Q2-Q4'18 OP002675,OP002675,Education
Lowe's Starcom/APEX US Shoppable :15 TrueView Q2-Q3'18 OP002703,OP002703,Home & Garden
Academy Sports + Outdoors Initiative US Back To School Q3'18 OP002705,OP002705,"Retail, Style & Fashion"
Spin Master Initiative US Hatchimals Colleggtibles Q1-Q3'18 OP002529,OP002529,CPG
Bluzelle Blockchain US Awareness Q2'18 OP002710,OP002710,Technology & Computing
Dairy Queen Spark/APEX US Premium OLV Cakes Q1-Q2'18 OP002408,OP002408,Quick Service Restaurant (QSR)
Sony Music US Jesus Christ Superstar Awareness Q2'18 OP002591,OP002591,Arts & Entertainment
Colorado State Parol Centro US MOST Q2'18 OP002606,OP002606,Education
SAGE Publications US Ossur Remarketing Q1-Q2'18 OP002635,OP002635,Sports
St. Louis Science Center H&L Partners US Awareness Q2-Q3'18 OP002624,OP002624,Travel & Tourism
